word	value
morning	0.5122582252107979
immune	0.2901570377989349
effective	0.24601270241272613
vaccines	0.20784624577673308
stillbirths	0.2049378316877074
factors	0.18589509673360238
provoke	0.17738264614177837
study	0.17565766789095585
influence	0.14332298689826434
response	0.13933055856272153
jabs	0.12827068451773024
year	0.12599529058147094
system	0.11909773817737582
effectiveness	0.1161326393077274
news	0.11266002260022037
afternoon	0.11219161881571711
people	0.11082067529246167
prince	0.10641152797812586
health	0.10254361240754752
bust	0.10020531172132796
