word	value
health	0.30970637190937944
free	0.29363124655635336
reused	0.28955929249225115
year	0.19382669130699026
flaw	0.1806064739612685
syringes	0.17227791208018955
vaccines	0.1722004435298977
season	0.16537718888364922
clinic	0.1611443114478688
effective	0.15392799888401196
legally	0.15143122618033125
today	0.14802993130844125
nurse	0.14113318218314194
people	0.12987313504639025
time	0.12883229959187778
statins	0.118696540228102
giving	0.1154170870670503
make	0.11206328393584342
times	0.10778429373395879
allowed	0.10365481169571265
